page,ga_google_organic_sessions_feb,ga_google_organic_sessions_mar,ga_delta_pct,gsc_clicks_feb,gsc_clicks_mar,gsc_delta_pct,ga_minus_gsc_delta_pct
/academy/webinars-podcasts?659b5600_page=3,0,0,,1,1,0.0,
/evenements/ramify-invite-altaroc,1,0,-100.0,0,0,,
/avis/scpi-esg-pierre-capitale,1,2,100.0,0,0,,
/private-equity/barometre-ramify-le-private-equity-et-les-epargnants-en-2023,0,0,,0,0,,
/epargne/introduction-mecanismes-argent,0,0,,0,0,,
/espace-presse?0be8282a_page=15,0,0,,0,0,,
/connexion,7,3,-57.1,0,0,,
/epargne/ma-retraite-de-base-en-tant-que-salarie-dans-le-secteur-prive,0,2,,0,0,,
/campagnes/private-assets,96,2,-97.9,0,0,,
/espace-presse?0be8282a_page=13&9f97ee88_page=2,0,0,,0,0,,
/avis/fips-private-corner-buyout-eqt-strategy,1,1,0.0,0,0,,
/customer/account/login,0,1,,0,0,,
/droit de succession,0,1,,0,0,,
/espace-presse?0be8282a_page=45&9f97ee88_page=2,0,0,,0,0,,
/legal/contact,31,21,-32.3,0,0,,
/espace-presse?0be8282a_page=40,0,0,,0,0,,
/offres/solutions-investissement,0,1,,0,0,,
/academy/webinars-podcasts?659b5600_page=2,0,0,,1,0,-100.0,
/avis/scpi-efimmo-1,1,0,-100.0,0,0,,
/gestion-de-patrimoine/bilan-2023-perspectives-2024-macro-economie,1,1,0.0,0,0,,
/structure,2,1,-50.0,0,0,,
/espace-presse?0be8282a_page=29,0,0,,0,0,,
/scpi/remake-live,1,0,-100.0,0,0,,
/espace-presse?0be8282a_page=14,0,0,,0,0,,
/signin.html,0,1,,0,0,,
/academy/analyses?77d69e4b_page=2&ebb49213_page=5,0,0,,0,1,,
/espace-presse?0be8282a_page=8,0,0,,2,0,-100.0,
/espace-presse?0be8282a_page=3&cb5feade_page=2,0,0,,0,0,,
/academy/analyses?77d69e4b_page=2&ebb49213_page=8,0,0,,0,0,,
/bourse/bilan-2023-perspectives-2024-actions,0,0,,0,0,,
/academy/epargne/investir-avec-une-banque-en-ligne,0,1,,0,0,,
/account/access,0,1,,0,0,,
/outil-defiscalisation,0,1,,0,0,,
/crypto/meillehistoire islamic pour fille ure-plateforme,1,0,-100.0,0,0,,
/avis/june-opportunity,0,1,,0,2,,
/lounge,2,0,-100.0,0,0,,
/espace-presse?0be8282a_page=34&9f97ee88_page=3,0,0,,0,0,,
/gestion-de-patrimoine/contrat-capitalisation-francais-ou-luxembourgeois-personne-morale,2,5,150.0,0,8,,
/espace-presse?0be8282a_page=46&9f97ee88_page=2,0,0,,0,0,,
/investissements,0,1,,0,0,,
/espace-presse?0be8282a_page=41,0,0,,0,0,,
/signin,0,2,,0,0,,
/academy/analyses?77d69e4b_page=5&ebb49213_page=1,0,0,,0,0,,
//checkout,1,1,0.0,0,0,,
/espace-presse?0be8282a_page=45,0,0,,0,0,,
/epargne/preparer-retraite,2,5,150.0,0,0,,
/performances/ouverture,0,2,,0,0,,
/espace-presse?0be8282a_page=11,0,0,,0,0,,
/espace-presse?9f97ee88_page=3,0,0,,0,0,,
/espace-presse?0be8282a_page=45&9f97ee88_page=1,0,0,,0,0,,
/member/login,0,1,,0,0,,
/campagnes/personne-morale,0,0,,0,0,,
/session/login,0,2,,0,0,,
/gestion-de-patrimoine/bilan-patrimonial,0,1,,0,1,,
/espace-presse?0be8282a_page=33&9f97ee88_page=2,0,0,,0,0,,
/scpi/tout-sur-la-fiscalite-des-scpi,0,1,,0,0,,
/espace-presse?0be8282a_page=40&9f97ee88_page=3,0,0,,0,0,,
/academy/analyses?77d69e4b_page=5,0,0,,0,0,,
/espace-presse?0be8282a_page=46&9f97ee88_page=3,0,0,,0,0,,
/espace-presse?0be8282a_page=16,0,0,,0,0,,
/wealth-tour-2027,1,0,-100.0,0,0,,
/espace-presse?0be8282a_page=2,0,0,,3,2,-33.3,
/campagnes/per?utm_source=Economix&utm_medium=referral,0,0,,4,3,-25.0,
/espace-presse?0be8282a_page=21&9f97ee88_page=3,0,0,,0,0,,
/legal/politique-de-confidentialite,18,16,-11.1,0,0,,
/espace-presse?0be8282a_page=12&9f97ee88_page=2,0,0,,0,0,,
/espace-presse?0be8282a_page=46,0,0,,0,0,,
/private-equity/buyout-guide-complet,0,1,,0,0,,
/blog/etf-pea,1,0,-100.0,0,0,,
/outils,0,1,,0,0,,
/campagnes/private-equity,241,383,58.9,0,0,,
/espace-presse/performances-2024,0,3,,0,0,,
/espace-presse?0be8282a_page=45&9f97ee88_page=3,0,0,,0,0,,
/gestion-de-patrimoine/compte-titres-francais-ou-luxembourgeois,0,1,,0,0,,
//offres,30,17,-43.3,0,0,,
/account/signin,0,1,,0,0,,
/design-system,0,1,,0,0,,
/tools/compound-interest-calculator,1,0,-100.0,0,0,,
/sign-in,0,2,,0,0,,
/academy/epargne/transferer-un-per,1,0,-100.0,0,0,,
/espace-presse?0be8282a_page=39,0,0,,0,0,,
/produits,0,1,,0,0,,
/epargne/investir-1000000  EUROS,1,0,-100.0,0,0,,
/a-propos,0,1,,0,0,,
/espace-presse?0be8282a_page=10&9f97ee88_page=3,0,0,,0,0,,
/dde,0,1,,0,0,,
"/linear-gradient(rgba(239, 194, 126, 0), rgba(239, 194, 126, 0.2))",0,1,,0,0,,
/espace-presse?0be8282a_page=7&4bdaa271_page=2,0,0,,0,0,,
/customer/login,0,2,,0,0,,
/gestion-de-patrimoine/impot-societes,0,1,,0,1,,
/espace-presse?0be8282a_page=37&9f97ee88_page=3,0,0,,0,0,,
/scpi/rscpi-bilan-2024-perspectives-2025,0,1,,0,0,,
/espace-presse?0be8282a_page=7&cb5feade_page=8,0,0,,0,0,,
/campagnes/assurance-vie,142,264,85.9,0,0,,
/academy/analyses?ebb49213_page=5,0,0,,0,0,,
/gestion-de-patrimoine/meilleurs-contrats-capitalisation-luxembourgeois,0,1,,0,0,,
/defiscalisation/ir-pme,0,0,,0,0,,
/gestion-de-patrimoine/proprietaire-vs-locataire-episode-4-le-guide-pour-savoir-ce-qui-vous-correspond,2,0,-100.0,0,1,,
/espace-presse?0be8282a_page=21,0,0,,0,0,,
/espace-presse?0be8282a_page=9,0,0,,0,0,,
/gestion-de-patrimoine/contrat-de-capitalisation-luxembourgeois-ou-francais,0,3,,0,2,,
/blog/ma-retraite-de-base-en-tant-que-salarie-dans-le-secteur-prive,0,19,,0,0,,
/espace-presse?0be8282a_page=35&9f97ee88_page=3,0,0,,0,0,,
(not set),3903,3034,-22.3,0,0,,
/espace-presse?0be8282a_page=23,0,0,,0,0,,
/gestion-de-patrimoine/placement-tresorerie-entreprise`,2,0,-100.0,0,0,,
/gestion-de-patrimoine/outlook-2026-global-investment-perspectives,4,1,-75.0,0,0,,
/legal/mentions,8,8,0.0,0,0,,
/academy/analyses?ebb49213_page=6,0,0,,0,0,,
/espace-presse?0be8282a_page=8&9f97ee88_page=3,0,0,,0,0,,
/academy/webinars-podcasts?5760b50a_page=2&659b5600_page=3&6d838c95_page=2,0,0,,1,0,-100.0,
/epargne/coaching-pratique-finances-ou-commencer,0,1,,0,0,,
/members/login,0,1,,0,0,,
/espace-presse?0be8282a_page=3&9f97ee88_page=3,0,0,,1,0,-100.0,
/espace-presse?0be8282a_page=39&9f97ee88_page=2,0,0,,0,0,,
/bourse/actions-bilan-2024-perspectives-2025,0,1,,0,2,,
/legal/politique-des-cookies,4,1,-75.0,0,0,,
/scpi/rscpi-t2-2023,0,0,,0,0,,
/espace-presse?0be8282a_page=20,0,0,,0,0,,
/espace-presse?0be8282a_page=7&9f97ee88_page=3,0,0,,0,0,,
/espace-presse?0be8282a_page=39&9f97ee88_page=3,0,0,,0,0,,
/espace-presse?0be8282a_page=44,0,0,,0,0,,
/academy/webinars-podcasts?659b5600_page=4,0,0,,0,0,,
/espace-presse?0be8282a_page=36&9f97ee88_page=2,0,0,,0,1,,
/users/login,0,2,,0,0,,
/academy/analyses?ebb49213_page=7,0,0,,0,0,,
/academy/analyses?77d69e4b_page=4&ebb49213_page=8,0,0,,0,0,,
/gestion-de-patrimoine/coaching-pratique-besoin-cash,0,0,,0,0,,
/gestion-de-patrimoine,0,1,,0,0,,
/epargne/proprietaire-vs-locataire-4-guide,0,1,,0,0,,
/avis/slp-morgan-stanley-dette-privee-europe,5,3,-40.0,0,0,,
/blog/ma-retraite-complementaire-en-tant-que-salarie-dans-le-secteur-prive,9,27,200.0,0,0,,
/scpi/rscpi-t3-2023,0,0,,0,0,,
/espace-presse?0be8282a_page=5&9f97ee88_page=3,0,0,,0,1,,
/espace-presse?0be8282a_page=24&9f97ee88_page=2,0,0,,0,0,,
/episod,179,22,-87.7,0,0,,
/evenements/wealth-tour-2026,0,0,,3,0,-100.0,
/academy/produitsramify/democratiser-linvestissement-haut-de-gamme-2-3-la-place-du-risque,0,1,,0,0,,
/private-equity/rpei-,0,1,,0,0,,
/gestion-de-patrimoine/contrat-de-capitalisation-luxembourgeois,0,1,,0,0,,
/utilisateur/connexion,0,1,,0,0,,
/blog,0,1,,0,0,,
/espace-presse?0be8282a_page=9&9f97ee88_page=3,0,0,,0,0,,
/scpi/rscpi-t1-2025,0,0,,0,1,,
/espace-presse?0be8282a_page=41&9f97ee88_page=3,0,0,,0,0,,
/user/signin,0,2,,0,0,,
/defiscalisation/reduire-supprimer-impots-revenus-locatifs,53,58,9.4,0,1,,
/campagnes/pea,4,9,125.0,0,0,,
/gestion-de-patrimoine/investir-immobilier-locatif,21,25,19.0,0,1,,
/espace-presse?0be8282a_page=42&9f97ee88_page=2,0,0,,0,0,,
/login.php,0,1,,0,0,,
/immobilier/catalogue,10,1,-90.0,0,0,,
/finance-quantitative/democratiser-investissement-haut-de-gamme-la-diversification,0,2,,0,1,,
/espace-presse?0be8282a_page=26&9f97ee88_page=2,0,0,,0,0,,
/campagnes/per,14,7,-50.0,0,0,,
/espace-presse?0be8282a_page=30&9f97ee88_page=2,0,0,,0,0,,
/espace-presse?0be8282a_page=44&9f97ee88_page=2,0,0,,0,1,,
/gestion-de-patrimoine/impot-fortune-immobiliere,0,7,,0,3,,
/utm_source=Lacourdesgrands&utm_medium=referral,0,1,,0,0,,
/scpi/rscpi-t1-2024,0,0,,0,0,,
/espace-presse?0be8282a_page=4&9f97ee88_page=2,0,0,,0,0,,
/espace-presse?0be8282a_page=38&9f97ee88_page=3,0,0,,0,0,,
/espace-presse?0be8282a_page=7&cb5feade_page=4,0,0,,0,0,,
/gestion-pilotee,0,1,,0,0,,
/login/account,0,1,,0,0,,
/invest,2,0,-100.0,0,0,,
/academy/analyses?ebb49213_page=4,0,0,,0,1,,
/finance-quantitative/democratiser-investissement-haut-de-gamme-la-place-du-risque,1,1,0.0,0,0,,
/dfedfe,0,1,,0,0,,
/academy/analyses?77d69e4b_page=6,0,0,,2,0,-100.0,
/espace-presse?0be8282a_page=13,0,0,,0,0,,
/avis/scpi-urban-coeur-commerce,1,0,-100.0,0,0,,
/espace-presse?0be8282a_page=8&9f97ee88_page=2,0,0,,1,0,-100.0,
/finance-quantitative/ramify-rebalancing-tool-arbitrage-optimi[…]_hsmi=112215052&utm_content=112215052&utm_source=hs_automation,1,0,-100.0,0,0,,
/blog/combien-rapportent-1-million-euros-places,4,0,-100.0,0,0,,
/espace-presse?0be8282a_page=4&9f97ee88_page=3,0,0,,0,0,,
/campagnes/scpi,17,165,870.6,0,0,,
/epargne,1,0,-100.0,0,0,,
/private-equity/catalogue,9,2,-77.8,0,0,,
/login,0,2,,0,0,,
/merci,71,32,-54.9,0,0,,
/espace-presse?0be8282a_page=47,0,0,,0,0,,
/espace-presse?0be8282a_page=4,0,0,,0,0,,
/app/login,0,2,,0,0,,
/espace-presse?0be8282a_page=32&9f97ee88_page=2,0,0,,0,0,,
/index.php,0,2,,0,0,,
/scpi/rscpi-t2-2024,0,1,,0,1,,
/bourse/bilan-2023-perspectives-2024---le-marche-des-obligations,0,1,,0,0,,
/gestion-de-patrimoine/compte-titres-francais-ou-luxembourgeois-personne-morale,0,9,,0,9,,
/academy/webinars-podcasts?659b5600_page=6,0,0,,1,0,-100.0,
/scpi/rscpi-t4-2023,0,0,,0,0,,
/campagne-ramify-black,170,35,-79.4,0,0,,
/blog/statistics/fr/epargne-moyenne-francais,1,0,-100.0,0,0,,
/contact-pro,0,1,,0,0,,
/scpi/rscpi-t3-2024,0,1,,0,0,,
/assurance-vie/taux-fonds-euros,0,1,,0,0,,
/gestion-de-patrimoine/compte-pro-remunere,0,1,,0,0,,
/espace-presse?0be8282a_page=3&9f97ee88_page=1,0,0,,0,0,,
